학원명,분야구분,"학원주소",설립자-성명,전화번호,교습과정,교습과목(반),정원,교습기간,총교습시간(분),교습비,모의고사비,재료비,급식비,기숙사비,차량비,피복비,기타경비합계,총교습비,강사수
이지스학원,입시.검정 및 보습,대전광역시 동구 태전로 132-11   4층 (삼성동),"권기덕,유상희",042-626-0588,입시,초등영어(뮤엠),7,1개월0일,1300,"210,000",,,,,,,,"210,000",7
이지스학원,입시.검정 및 보습,대전광역시 동구 태전로 132-11   4층 (삼성동),"권기덕,유상희",042-626-0588,입시,초등수학,7,1개월0일,1200,"180,000",,,,,,,,"180,000",7
이지스학원,입시.검정 및 보습,대전광역시 동구 태전로 132-11   4층 (삼성동),"권기덕,유상희",042-626-0588,입시,초등수학영어(뮤엠),7,1개월0일,2520,"340,000",,,,,,,,"340,000",7
이지스학원,입시.검정 및 보습,대전광역시 동구 태전로 132-11   4층 (삼성동),"권기덕,유상희",042-626-0588,입시,"초등종합(6학년)-영어,수학,국어,사회,과학",8,1개월0일,2835,"398,000",,,,,,,,"378,000",7
이지스학원,입시.검정 및 보습,대전광역시 동구 태전로 132-11   4층 (삼성동),"권기덕,유상희",042-626-0588,입시,"중등종합(영어,수학,국어,사회,과학.역사)",7,1개월0일,2835,"428,000",,,,,,,,"398,000",7
이지스학원,입시.검정 및 보습,대전광역시 동구 태전로 132-11   4층 (삼성동),"권기덕,유상희",042-626-0588,입시,"고등종합(영어,수학,국어)",5,1개월0일,3402,"740,000",,,,,,,,"690,000",7
이지스학원,입시.검정 및 보습,대전광역시 동구 태전로 132-11   4층 (삼성동),"권기덕,유상희",042-626-0588,입시,고등영어,4,1개월0일,1260,"270,000",,,,,,,,"250,000",7
이지스학원,입시.검정 및 보습,대전광역시 동구 태전로 132-11   4층 (삼성동),"권기덕,유상희",042-626-0588,입시,고등수학,4,1개월0일,1260,"270,000",,,,,,,,"250,000",7
이지스학원,입시.검정 및 보습,대전광역시 동구 태전로 132-11   4층 (삼성동),"권기덕,유상희",042-626-0588,입시,고등국어,7,1개월0일,1260,"250,000",,,,,,,,"230,000",7
송촌이룸학원,입시.검정 및 보습,"대전광역시 대덕구 송촌북로36번길 36 , 601~602호 (송촌동)",김홍우,042-631-1002,입시,중등과학,20,1개월0일,672,"130,000",,,,,,,,,2
송촌이룸학원,입시.검정 및 보습,"대전광역시 대덕구 송촌북로36번길 36 , 601~602호 (송촌동)",김홍우,042-631-1002,입시,중등국어,20,1개월0일,672,"130,000",,,,,,,,,2
송촌이룸학원,입시.검정 및 보습,"대전광역시 대덕구 송촌북로36번길 36 , 601~602호 (송촌동)",김홍우,042-631-1002,입시,초등 수학,20,1개월0일,1260,"200,000",,,,,,,,,2
송촌이룸학원,입시.검정 및 보습,"대전광역시 대덕구 송촌북로36번길 36 , 601~602호 (송촌동)",김홍우,042-631-1002,입시,초등 영어,20,1개월0일,1260,"200,000",,,,,,,,,2
송촌이룸학원,입시.검정 및 보습,"대전광역시 대덕구 송촌북로36번길 36 , 601~602호 (송촌동)",김홍우,042-631-1002,입시,중등수학,20,1개월0일,1260,"250,000",,,,,,,,,2
송촌이룸학원,입시.검정 및 보습,"대전광역시 대덕구 송촌북로36번길 36 , 601~602호 (송촌동)",김홍우,042-631-1002,입시,중등영어,20,1개월0일,1260,"250,000",,,,,,,,,2
송촌이룸학원,입시.검정 및 보습,"대전광역시 대덕구 송촌북로36번길 36 , 601~602호 (송촌동)",김홍우,042-631-1002,입시,고등 국어,20,1개월0일,1386,"300,000",,,,,,,,,2
송촌이룸학원,입시.검정 및 보습,"대전광역시 대덕구 송촌북로36번길 36 , 601~602호 (송촌동)",김홍우,042-631-1002,입시,고등수학,20,1개월0일,1386,"300,000",,,,,,,,,2
송촌이룸학원,입시.검정 및 보습,"대전광역시 대덕구 송촌북로36번길 36 , 601~602호 (송촌동)",김홍우,042-631-1002,입시,고등영어,20,1개월0일,1386,"300,000",,,,,,,,,2
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(영어)원어민회화입문~기초(매일),15,0개월20일,1000,"210,000",,,,,,,,"210,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(영어)원어민회화입문~기초(격일),15,0개월10일,900,"180,000",,,,,,,,"180,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),"(영어)토익입문,실전(격일)",25,0개월10일,900,"170,000",,,,,,,,"170,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),"(영어)토익입문,실전(매일)",10,0개월20일,1800,"345,000",,,,,,,,"345,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),"(영어)토익주말(입문,실전)",10,0개월4일,720,"185,000",,,,,,,,"185,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),"(영어)토플입문,심화,실전(격일)",20,0개월10일,900,"220,000",,,,,,,,"220,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),"(영어)토플입문,심화,실전(매일)",20,0개월20일,1800,"390,000",,,,,,,,"390,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),"(영어)토플입문,심화,실전",20,1개월0일,720,"230,000",,,,,,,,"230,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),"(영어)텝스입문,심화",20,0개월10일,900,"210,000",,,,,,,,"210,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),"(영어)텝스입문,심화(주말)",10,1개월0일,720,"200,000",,,,,,,,"200,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),"(영어)오픽입문,심화",10,0개월10일,900,"220,000",,,,,,,,"220,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),"(영어)오픽입문,심화(주말)",10,1개월0일,720,"220,000",,,,,,,,"220,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),"(영어)1:1토익,토플,텝스,오픽",1,1개월0일,720,"400,000",,,,,,,,"400,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),"(일본어)입문~초급 격일Basic-1,2,3,4",15,0개월10일,900,"170,000",,,,,,,,"170,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),"(일본어)입문~초급 매일Basic-1,2,3,4",10,0개월20일,1800,"330,000",,,,,,,,"330,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(일본어)회화격일 초중고급,10,0개월10일,900,"150,000",,,,,,,,"150,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(일본어)자격증반JLPT3급,20,0개월10일,900,"165,000",,,,,,,,"165,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(일본어)자격증반JLPT2급,20,0개월10일,900,"170,000",,,,,,,,"170,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(일본어)자격증반JLPT1급,20,0개월10일,900,"185,000",,,,,,,,"185,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),"(일본어)입문~초급 주말Basic-1,2,3,4",15,1개월0일,720,"155,000",,,,,,,,"155,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(일본어)주말회화(초중급),10,1개월0일,720,"150,000",,,,,,,,"150,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(일본어)주말JLPT3급,20,1개월0일,720,"150,000",,,,,,,,"150,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(일본어)주말JLPT2급,20,1개월0일,720,"160,000",,,,,,,,"160,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(일본어)주말JLPT1급,20,1개월0일,720,"177,000",,,,,,,,"177,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(일본어)평일유학과정,20,1개월0일,900,"200,000",,,,,,,,"200,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(일본어)주말유학과정,20,1개월0일,720,"2,150,000",,,,,,,,"2,150,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(일본어)1:1입문/회화/시험대비/면접대비,1,1개월0일,720,"380,000",,,,,,,,"380,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(중국어)입문~기초(격일),15,1개월0일,900,"170,000",,,,,,,,"170,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(중국어)입문~기초(매일),15,1개월0일,1800,"330,000",,,,,,,,"330,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(중국어)주말Tip,15,1개월0일,720,"120,000",,,,,,,,"120,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(중국어)회화매일(초중고급),10,1개월0일,1000,"130,000",,,,,,,,"130,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(중국어)회화격일(초중고급),10,1개월0일,900,"150,000",,,,,,,,"150,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),"(중국어)회화주말(초,중,고급)",10,1개월0일,720,"120,000",,,,,,,,"120,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(중국어)격일 HSK 4급,20,1개월0일,900,"160,000",,,,,,,,"160,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(중국어)매일 HSK 4급,20,1개월0일,1800,"320,000",,,,,,,,"320,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(중국어)격일 HSK 5급,20,1개월0일,900,"160,000",,,,,,,,"160,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(중국어)매일 HSK 5급,20,1개월0일,1800,"320,000",,,,,,,,"320,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(중국어)격일 HSK 6급,20,1개월0일,900,"170,000",,,,,,,,"170,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(중국어)매일HSK 6급,20,1개월0일,1800,"330,000",,,,,,,,"330,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(중국어)주말HSK 4급,20,1개월0일,720,"175,000",,,,,,,,"175,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(중국어)주말HSK 5급,15,1개월0일,720,"175,000",,,,,,,,"175,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(중국어)주말HSK 6급,20,1개월0일,720,"180,000",,,,,,,,"180,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(중국어)1:1 입문/자격증/회화,1,1개월0일,900,"380,000",,,,,,,,"380,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(중국어)격일 TSC과정,20,1개월0일,900,"220,000",,,,,,,,"220,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(영어)기초문법 입문~기초(매일),15,1개월0일,1000,"200,000",,,,,,,,"200,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(영어)기초문법입문~기초(격일),15,1개월0일,900,"175,000",,,,,,,,"175,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(영어)기초문법입문~기초(주말),15,1개월0일,720,"175,000",,,,,,,,"175,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),"(영어)토스입문,심화",20,1개월0일,900,"220,000",,,,,,,,"220,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),"(영어)토스입문,심화(주말)",10,1개월0일,720,"220,000",,,,,,,,"220,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(중국어)주말입문~기초문법,15,1개월0일,720,"155,000",,,,,,,,"155,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(중국어)주말중국어회화,8,1개월0일,720,"150,000",,,,,,,,"150,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(중국어)평일중국어회화,8,1개월0일,900,"150,000",,,,,,,,"150,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),"(일본어)입문초급 격일 Basic-1,2,3,4",15,1개월0일,900,"155,000",,,,,,,,"155,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(일본어)자격증반JLPT1급과정(격일),20,1개월0일,900,"180,000",,,,,,,,"180,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(일본어)자격증반JLPT1급과정(매일),20,1개월0일,1800,"320,000",,,,,,,,"320,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),"(일본어)자격증반JLPT2급,3급과정(격일)",20,1개월0일,900,"170,000",,,,,,,,"170,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),"(일본어)자격증반JLPT2급,3급과정(매일)",20,1개월0일,1800,"300,000",,,,,,,,"300,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(일본어)유학과정(수학)평일,20,1개월0일,900,"215,000",,,,,,,,"215,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(일본어)유학과정(수학)주말,20,1개월0일,720,"2,150,000",,,,,,,,"2,150,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(영어)토익 초급 매일,25,1개월0일,1800,"340,000",,,,,,,,"340,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(영어)토익 중급 매일,25,1개월0일,1800,"329,800",,,,,,,,"329,800",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(영어)토익 1:1,1,0개월1일,60,"30,000",,,,,,,,"30,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(영어)토익 1:2,2,0개월1일,60,"15,000",,,,,,,,"15,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(영어)토플 1:1,1,0개월1일,60,"35,000",,,,,,,,"35,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(영어)토플 1:2,2,0개월1일,60,"20,000",,,,,,,,"20,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(영어)토익 모의고사반,20,0개월1일,60,"1,000",,,,,,,,"1,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(일본어)평일 유학과정 종합과목,20,1개월0일,900,"200,000",,,,,,,,"200,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(일본어)평일 유학과정 이과과목 격일,20,1개월0일,900,"200,000",,,,,,,,"200,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(일본어)평일 유학과정 이과과목,20,1개월0일,1800,"370,000",,,,,,,,"370,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(일본어)입문 1:1,1,0개월1일,60,"30,000",,,,,,,,"30,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(일본어)입문 1:2,2,0개월1일,60,"15,000",,,,,,,,"15,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(일본어)자격증과정 1:1,1,0개월1일,60,"25,000",,,,,,,,"25,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(일본어)자격증과정 1:2,2,0개월1일,60,"10,000",,,,,,,,"10,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(일본어)자격증 모의고사반,20,0개월1일,60,"1,000",,,,,,,,"1,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(중국어)자격증 1:1,1,0개월1일,60,"30,000",,,,,,,,"30,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(중국어)자격증 1:2,2,0개월1일,60,"15,000",,,,,,,,"15,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(중국어)입문과정 1:1,1,0개월1일,60,"25,000",,,,,,,,"25,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(중국어)입문과정 1:2,2,0개월1일,60,"10,000",,,,,,,,"10,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(중국어)자격증 TSC과정,10,1개월0일,900,"180,000",,,,,,,,"180,000",9
시사어학원,국제화,대전광역시 중구 중앙로 149   5층 (은행동),김인규,042-222-9582,어학(성인),(중국어)자격증 모의고사,20,0개월1일,60,"1,000",,,,,,,,"1,000",9
이미란플로리스트학원,기예(대),대전광역시 중구 중앙로130번길 14 (대흥동),이미란,042-256-6600,"공예(종이접기,꽃꽂이,꽃기예)","동양꽃꽂이(성전,창업)",20,1개월0일,1008,"250,000",,,,,,,,"250,000",5
이미란플로리스트학원,기예(대),대전광역시 중구 중앙로130번길 14 (대흥동),이미란,042-256-6600,"공예(종이접기,꽃꽂이,꽃기예)",꽃집창업,20,1개월0일,4032,"1,200,000",,,,,,,,"1,200,000",5
이미란플로리스트학원,기예(대),대전광역시 중구 중앙로130번길 14 (대흥동),이미란,042-256-6600,"공예(종이접기,꽃꽂이,꽃기예)",계좌계내일배움카드(꽃꽃이,20,1개월0일,3024,"600,000",,,,,,,,"600,000",5
이미란플로리스트학원,기예(대),대전광역시 중구 중앙로130번길 14 (대흥동),이미란,042-256-6600,"공예(종이접기,꽃꽂이,꽃기예)",화훼장식기능사(꽃꽃이),20,1개월0일,3024,"600,000",,,,,,,,"600,000",5
이미란플로리스트학원,기예(대),대전광역시 중구 중앙로130번길 14 (대흥동),이미란,042-256-6600,"공예(종이접기,꽃꽂이,꽃기예)","웨딩,파티(꽃꽃이)",20,1개월0일,3024,"900,000",,,,,,,,"900,000",5
이미란플로리스트학원,기예(대),대전광역시 중구 중앙로130번길 14 (대흥동),이미란,042-256-6600,"공예(종이접기,꽃꽂이,꽃기예)",플로리스트종합반,20,1개월0일,3024,"900,000",,,,,,,,"900,000",5
이미란플로리스트학원,기예(대),대전광역시 중구 중앙로130번길 14 (대흥동),이미란,042-256-6600,"공예(종이접기,꽃꽂이,꽃기예)",화훼장식전문가양성,20,1개월0일,4032,"1,200,000",,,,,,,,"1,200,000",5
이미란플로리스트학원,기예(대),대전광역시 중구 중앙로130번길 14 (대흥동),이미란,042-256-6600,"공예(종이접기,꽃꽂이,꽃기예)",꽃집취업창업,20,1개월0일,1512,"900,000",,,,,,,,"900,000",5
이미란플로리스트학원,기예(대),대전광역시 중구 중앙로130번길 14 (대흥동),이미란,042-256-6600,"공예(종이접기,꽃꽂이,꽃기예)",꽃집취업창업,20,1개월0일,504,"300,000",,,,,,,,"300,000",5
이미란플로리스트학원,기예(대),대전광역시 중구 중앙로130번길 14 (대흥동),이미란,042-256-6600,"공예(종이접기,꽃꽂이,꽃기예)",화훼장식기능사취득,14,4개월0일,11520,"1,530,432",,,,,,,,"1,530,432",5
이미란플로리스트학원,기예(대),대전광역시 중구 중앙로130번길 14 (대흥동),이미란,042-256-6600,"공예(종이접기,꽃꽂이,꽃기예)",화훼장식플로리스트취득,14,3개월0일,8640,"1,115,940",,,,,,,,"1,115,940",5
김경철색소폰학원,기예(대),"대전광역시 중구 대전천서로 645 , 2층 (중촌동)",김경철,042-320-8835,실용음악(성악),색소폰,30,0개월0일,1890,"150,000",,,,,,,,"150,000",1
동서음악학원,예능(대),대전광역시 동구 태전로 132-11   2층 (삼성동),이선미,042-632-7411,음악,피아노초급A,10,1개월0일,1050,"150,000",,,,,,,,"150,000",3
동서음악학원,예능(대),대전광역시 동구 태전로 132-11   2층 (삼성동),이선미,042-632-7411,음악,피아노중급A,10,1개월0일,1050,"160,000",,,,,,,,"160,000",3
동서음악학원,예능(대),대전광역시 동구 태전로 132-11   2층 (삼성동),이선미,042-632-7411,음악,피아노고급A,10,1개월0일,1155,"170,000",,,,,,,,"170,000",3
동서음악학원,예능(대),대전광역시 동구 태전로 132-11   2층 (삼성동),이선미,042-632-7411,음악,피아노초급B,10,1개월0일,882,"130,000",,,,,,,,"130,000",3
동서음악학원,예능(대),대전광역시 동구 태전로 132-11   2층 (삼성동),이선미,042-632-7411,음악,피아노중급B,10,1개월0일,945,"140,000",,,,,,,,"140,000",3
동서음악학원,예능(대),대전광역시 동구 태전로 132-11   2층 (삼성동),이선미,042-632-7411,음악,피아노고급B,10,1개월0일,945,"150,000",,,,,,,,"150,000",3
동서음악학원,예능(대),대전광역시 동구 태전로 132-11   2층 (삼성동),이선미,042-632-7411,음악,입시A,10,1개월0일,1050,"200,000",,,,,,,,"200,000",3
동서음악학원,예능(대),대전광역시 동구 태전로 132-11   2층 (삼성동),이선미,042-632-7411,음악,입시B,10,1개월0일,630,"120,000",,,,,,,,"120,000",3
톡영수학원,입시.검정 및 보습,"대전광역시 동구 비래서로42번길 35 (가양동), 1층",전재균,042-622-8773,보습,초등 기초 수학,10,1개월0일,1260,"150,000",,,,,,,,,5
톡영수학원,입시.검정 및 보습,"대전광역시 동구 비래서로42번길 35 (가양동), 1층",전재균,042-622-8773,보습,초등 기초 영어,10,1개월0일,1260,"150,000",,,,,,,,,5
톡영수학원,입시.검정 및 보습,"대전광역시 동구 비래서로42번길 35 (가양동), 1층",전재균,042-622-8773,보습,"초등 기초 국,수, 사,과",10,1개월0일,1260,"160,000",,,,,,,,,5
톡영수학원,입시.검정 및 보습,"대전광역시 동구 비래서로42번길 35 (가양동), 1층",전재균,042-622-8773,보습,초등 기본 수학,10,1개월0일,1260,"170,000",,,,,,,,,5
톡영수학원,입시.검정 및 보습,"대전광역시 동구 비래서로42번길 35 (가양동), 1층",전재균,042-622-8773,보습,초등 기본 영어,10,1개월0일,1260,"170,000",,,,,,,,,5
톡영수학원,입시.검정 및 보습,"대전광역시 동구 비래서로42번길 35 (가양동), 1층",전재균,042-622-8773,보습,중등 기본 수학,10,1개월0일,1260,"190,000",,,,,,,,,5
톡영수학원,입시.검정 및 보습,"대전광역시 동구 비래서로42번길 35 (가양동), 1층",전재균,042-622-8773,보습,중등 기본 영어,10,1개월0일,1260,"190,000",,,,,,,,,5
톡영수학원,입시.검정 및 보습,"대전광역시 동구 비래서로42번길 35 (가양동), 1층",전재균,042-622-8773,보습,"초등 기본 국,수,사,과",10,1개월0일,1470,"180,000",,,,,,,,,5
가오하이탑학원,입시.검정 및 보습,"대전광역시 동구 동구청로 117 , 3층 (가오동, 가오동우체국)",김종희,042-271-0582,보습,영어(중학생),10,1개월0일,1134,"220,000",,,,,,,,"220,000",9
가오하이탑학원,입시.검정 및 보습,"대전광역시 동구 동구청로 117 , 3층 (가오동, 가오동우체국)",김종희,042-271-0582,보습,수학(중학생),10,1개월0일,1134,"220,000",,,,,,,,"220,000",9
가오하이탑학원,입시.검정 및 보습,"대전광역시 동구 동구청로 117 , 3층 (가오동, 가오동우체국)",김종희,042-271-0582,보습,영어(고등생),10,1개월0일,1092,"240,000",,,,,,,,"240,000",9
가오하이탑학원,입시.검정 및 보습,"대전광역시 동구 동구청로 117 , 3층 (가오동, 가오동우체국)",김종희,042-271-0582,보습,수학(고등생),10,1개월0일,1092,"240,000",,,,,,,,"240,000",9
가오하이탑학원,입시.검정 및 보습,"대전광역시 동구 동구청로 117 , 3층 (가오동, 가오동우체국)",김종희,042-271-0582,보습,수학(고등심화),10,1개월0일,546,"120,000",,,,,,,,"120,000",9
가오하이탑학원,입시.검정 및 보습,"대전광역시 동구 동구청로 117 , 3층 (가오동, 가오동우체국)",김종희,042-271-0582,보습,국어(고등생),10,1개월0일,924,"200,000",,,,,,,,"200,000",9
권정아음악학원,예능(대),대전광역시 동구 동대전로248번길 19   2층 (가양동),권정아,042-345-0330,음악,피아노초급(바이엘),7,1개월0일,1260,"120,000",,,,,,,,"120,000",2
권정아음악학원,예능(대),대전광역시 동구 동대전로248번길 19   2층 (가양동),권정아,042-345-0330,음악,피아노중급A(체100),7,1개월0일,1260,"130,000",,,,,,,,"130,000",2
권정아음악학원,예능(대),대전광역시 동구 동대전로248번길 19   2층 (가양동),권정아,042-345-0330,음악,피아노중급B(체30),5,1개월0일,1260,"140,000",,,,,,,,"140,000",2
권정아음악학원,예능(대),대전광역시 동구 동대전로248번길 19   2층 (가양동),권정아,042-345-0330,음악,피아노고급A(체40),5,1개월0일,1260,"150,000",,,,,,,,"150,000",2
권정아음악학원,예능(대),대전광역시 동구 동대전로248번길 19   2층 (가양동),권정아,042-345-0330,음악,피아노고급B(작품반),3,1개월0일,1260,"160,000",,,,,,,,"160,000",2
권정아음악학원,예능(대),대전광역시 동구 동대전로248번길 19   2층 (가양동),권정아,042-345-0330,음악,"바이올릿,플룻,첼로(초급)",5,1개월0일,1260,"120,000",,,,,,,,"120,000",2
권정아음악학원,예능(대),대전광역시 동구 동대전로248번길 19   2층 (가양동),권정아,042-345-0330,음악,피아노초급(주4회),5,1개월0일,1008,"110,000",,,,,,,,"110,000",2
권정아음악학원,예능(대),대전광역시 동구 동대전로248번길 19   2층 (가양동),권정아,042-345-0330,음악,피아노초급(주3회),5,1개월0일,756,"100,000",,,,,,,,"100,000",2
