학원명,분야구분,"학원주소",설립자-성명,전화번호,교습과정,교습과목(반),정원,교습기간,총교습시간(분),교습비,모의고사비,재료비,급식비,기숙사비,피복비,차량비,기타경비합계,총교습비,강사수
둔산케이툰만화학원,예능(대),대전광역시 서구 문정로 90  3층(탄방동),"이미영,이선형,장윤희",042-471-0170,미술,고등3입시미술B-1,50,1개월0일,3024,"565,000",,,,,,,,"565,000",3
둔산케이툰만화학원,예능(대),대전광역시 서구 문정로 90  3층(탄방동),"이미영,이선형,장윤희",042-471-0170,미술,고등3입시미술C-3,50,1개월0일,4536,"715,000",,,,,,,,"715,000",3
둔산케이툰만화학원,예능(대),대전광역시 서구 문정로 90  3층(탄방동),"이미영,이선형,장윤희",042-471-0170,미술,고등3입시미술C-2,50,1개월0일,3780,"645,000",,,,,,,,"645,000",3
둔산케이툰만화학원,예능(대),대전광역시 서구 문정로 90  3층(탄방동),"이미영,이선형,장윤희",042-471-0170,미술,고등3입시미술C-1,50,1개월0일,3024,"565,000",,,,,,,,"565,000",3
둔산케이툰만화학원,예능(대),대전광역시 서구 문정로 90  3층(탄방동),"이미영,이선형,장윤희",042-471-0170,미술,예고입시준비A-4,10,1개월0일,3024,"460,000",,,,,,,,"460,000",3
둔산케이툰만화학원,예능(대),대전광역시 서구 문정로 90  3층(탄방동),"이미영,이선형,장윤희",042-471-0170,미술,예고입시준비A-3,10,1개월0일,2268,"360,000",,,,,,,,"360,000",3
둔산케이툰만화학원,예능(대),대전광역시 서구 문정로 90  3층(탄방동),"이미영,이선형,장윤희",042-471-0170,미술,예고입시준비A-2,10,1개월0일,1512,"260,000",,,,,,,,"260,000",3
둔산케이툰만화학원,예능(대),대전광역시 서구 문정로 90  3층(탄방동),"이미영,이선형,장윤희",042-471-0170,미술,예고입시준비A-1,10,1개월0일,756,"140,000",,,,,,,,"140,000",3
둔산케이툰만화학원,예능(대),대전광역시 서구 문정로 90  3층(탄방동),"이미영,이선형,장윤희",042-471-0170,미술,예중입시준비A-2,10,1개월0일,1008,"200,000",,,,,,,,"200,000",3
둔산케이툰만화학원,예능(대),대전광역시 서구 문정로 90  3층(탄방동),"이미영,이선형,장윤희",042-471-0170,미술,예중입시준비A-1,10,1개월0일,504,"100,000",,,,,,,,"100,000",3
이화푸드조리제빵학원,직업기술,"대전광역시 서구 도산로 376 3,4,5층(용문동) ",고영미,042-526-6226,"식음료품(바리스타,소믈리에)",한식조리기능사 자격취득과정(이론+실기),20,3개월0일,6480,"820,800",,,,,,,,"820,800",6
이화푸드조리제빵학원,직업기술,"대전광역시 서구 도산로 376 3,4,5층(용문동) ",고영미,042-526-6226,"식음료품(바리스타,소믈리에)",양식조리기능사 자격취득(이론+실기) 및 브런치실무과정,20,3개월0일,6480,"820,800",,,,,,,,"820,800",6
이화푸드조리제빵학원,직업기술,"대전광역시 서구 도산로 376 3,4,5층(용문동) ",고영미,042-526-6226,"식음료품(바리스타,소믈리에)",떡 제조과정(자격증과정포함 이론+실기),20,3개월0일,6000,"680,000",,,,,,,,"680,000",6
이화푸드조리제빵학원,직업기술,"대전광역시 서구 도산로 376 3,4,5층(용문동) ",고영미,042-526-6226,"식음료품(바리스타,소믈리에)",제과제빵기능사 자격취득과정(이론+실기),20,3개월0일,6000,"680,000",,,,,,,,"680,000",6
이화푸드조리제빵학원,직업기술,"대전광역시 서구 도산로 376 3,4,5층(용문동) ",고영미,042-526-6226,"식음료품(바리스타,소믈리에)",커피바리스타 자격취득(이론+실기) 및 실무자양성과정,20,3개월0일,8880,"1,139,600",,,,,,,,"1,139,600",6
이화푸드조리제빵학원,직업기술,"대전광역시 서구 도산로 376 3,4,5층(용문동) ",고영미,042-526-6226,"식음료품(바리스타,소믈리에)",떡 제조기능사 자격취득과정(이론+실기),20,3개월0일,4200,"500,000",,,,,,,,"500,000",6
이화푸드조리제빵학원,직업기술,"대전광역시 서구 도산로 376 3,4,5층(용문동) ",고영미,042-526-6226,"식음료품(바리스타,소믈리에)",제과기능사 자격취득과정(실기),20,3개월14일,3000,"600,000",,,,,,,,"600,000",6
이화푸드조리제빵학원,직업기술,"대전광역시 서구 도산로 376 3,4,5층(용문동) ",고영미,042-526-6226,"식음료품(바리스타,소믈리에)",제빵기능사 자격취득과정(실기),20,3개월0일,3600,"600,000",,,,,,,,"600,000",6
이화푸드조리제빵학원,직업기술,"대전광역시 서구 도산로 376 3,4,5층(용문동) ",고영미,042-526-6226,"식음료품(바리스타,소믈리에)",제과 디저트 실무과정(구움과자+마카롱),20,3개월0일,2340,"600,000",,,,,,,,"600,000",6
이화푸드조리제빵학원,직업기술,"대전광역시 서구 도산로 376 3,4,5층(용문동) ",고영미,042-526-6226,"식음료품(바리스타,소믈리에)",건강 발효빵 실무과정,20,3개월14일,2340,"600,000",,,,,,,,"600,000",6
이화푸드조리제빵학원,직업기술,"대전광역시 서구 도산로 376 3,4,5층(용문동) ",고영미,042-526-6226,"식음료품(바리스타,소믈리에)",한식조리기능사 자격취득과정(실기),20,3개월0일,3000,"500,000",,,,,,,,"500,000",6
이화푸드조리제빵학원,직업기술,"대전광역시 서구 도산로 376 3,4,5층(용문동) ",고영미,042-526-6226,"식음료품(바리스타,소믈리에)",양식조리기능사 자격취득과정(실기),20,3개월0일,3000,"500,000",,,,,,,,"500,000",6
이화푸드조리제빵학원,직업기술,"대전광역시 서구 도산로 376 3,4,5층(용문동) ",고영미,042-526-6226,"식음료품(바리스타,소믈리에)",양식 브런치 마스터과정,20,3개월0일,2340,"500,000",,,,,,,,"500,000",6
이화푸드조리제빵학원,직업기술,"대전광역시 서구 도산로 376 3,4,5층(용문동) ",고영미,042-526-6226,"식음료품(바리스타,소믈리에)",중식조리기능사 자격취득과정(실기),20,3개월0일,2340,"500,000",,,,,,,,"500,000",6
이화푸드조리제빵학원,직업기술,"대전광역시 서구 도산로 376 3,4,5층(용문동) ",고영미,042-526-6226,"식음료품(바리스타,소믈리에)",일식조리기능사 자격취득과정(실기),20,3개월0일,2340,"500,000",,,,,,,,"500,000",6
이화푸드조리제빵학원,직업기술,"대전광역시 서구 도산로 376 3,4,5층(용문동) ",고영미,042-526-6226,"식음료품(바리스타,소믈리에)",떡 제조기능사 자격취득과정(실기),20,3개월0일,2340,"500,000",,,,,,,,"500,000",6
이화푸드조리제빵학원,직업기술,"대전광역시 서구 도산로 376 3,4,5층(용문동) ",고영미,042-526-6226,"식음료품(바리스타,소믈리에)",떡 심화과정(전통떡&퓨전떡 실기),20,3개월0일,4200,"500,000",,,,,,,,"500,000",6
이화푸드조리제빵학원,직업기술,"대전광역시 서구 도산로 376 3,4,5층(용문동) ",고영미,042-526-6226,"식음료품(바리스타,소믈리에)",앙금플라워 떡 케이크 실무과정,20,3개월0일,2340,"500,000",,,,,,,,"500,000",6
이화푸드조리제빵학원,직업기술,"대전광역시 서구 도산로 376 3,4,5층(용문동) ",고영미,042-526-6226,"식음료품(바리스타,소믈리에)",커피바리스타 자격취득과정(이론+실기),20,3개월0일,3000,"500,000",,,,,,,,"500,000",6
이화푸드조리제빵학원,직업기술,"대전광역시 서구 도산로 376 3,4,5층(용문동) ",고영미,042-526-6226,"식음료품(바리스타,소믈리에)","바리스타실무(라떼아트, 카페음료)",20,3개월0일,2340,"500,000",,,,,,,,"500,000",6
이화푸드조리제빵학원,직업기술,"대전광역시 서구 도산로 376 3,4,5층(용문동) ",고영미,042-526-6226,"식음료품(바리스타,소믈리에)",애견카페 취창업과정(음료제조+애견카페용 수제간식),20,3개월0일,2340,"500,000",,,,,,,,"500,000",6
이화푸드조리제빵학원,직업기술,"대전광역시 서구 도산로 376 3,4,5층(용문동) ",고영미,042-526-6226,"식음료품(바리스타,소믈리에)",베이커리숍 실무향상과정(건강빵&구움과자),12,3개월0일,2160,"550,000",,,,,,,,"550,000",6
중국어아이니어학원,국제화,"대전광역시 유성구 전민로38번길 55 , 4층 (전민동)",김선녀,042-864-9888,실용외국어(유아/초·중·고),중국어입문회화,15,1개월0일,1200,"120,000",,,,,,,,"120,000",1
중국어아이니어학원,국제화,"대전광역시 유성구 전민로38번길 55 , 4층 (전민동)",김선녀,042-864-9888,실용외국어(유아/초·중·고),중국어초급회화,15,1개월0일,1200,"120,000",,,,,,,,"120,000",1
중국어아이니어학원,국제화,"대전광역시 유성구 전민로38번길 55 , 4층 (전민동)",김선녀,042-864-9888,실용외국어(유아/초·중·고),중국어중급회화,15,1개월0일,1200,"120,000",,,,,,,,"120,000",1
대명학원,입시.검정 및 보습,"대전광역시 서구 신갈마로 235 , 2층 (갈마동)",송재복,042-383-0083,보습,"영어,원어민화상 듣기(초등)",15,1개월0일,1600,"145,000",,,,,,,,"145,000",4
대명학원,입시.검정 및 보습,"대전광역시 서구 신갈마로 235 , 2층 (갈마동)",송재복,042-383-0083,보습,"국어,수학 문제풀이(초등1-2)",15,1개월0일,1600,"130,000",,,,,,,,"130,000",4
대명학원,입시.검정 및 보습,"대전광역시 서구 신갈마로 235 , 2층 (갈마동)",송재복,042-383-0083,보습,"국어,수학,사회,과학 문제풀이(초등3-6)",15,1개월0일,1920,"150,000",,,,,,,,"150,000",4
대명학원,입시.검정 및 보습,"대전광역시 서구 신갈마로 235 , 2층 (갈마동)",송재복,042-383-0083,보습,"수학, 문제풀이(중등)",15,1개월0일,1800,"140,000",,,,,,,,"140,000",4
대명학원,입시.검정 및 보습,"대전광역시 서구 신갈마로 235 , 2층 (갈마동)",송재복,042-383-0083,보습,"영어, 듣기(중등)",15,1개월0일,1800,"140,000",,,,,,,,"140,000",4
테크노뉴스터디수학전문학원,입시.검정 및 보습,"대전광역시 유성구 관평2로 48 , 3층 (관평동)",(주)고준에이스교육,042-935-5507,보습,수학(초),14,1개월0일,1600,"130,000",,,,,,,,"130,000",2
테크노뉴스터디수학전문학원,입시.검정 및 보습,"대전광역시 유성구 관평2로 48 , 3층 (관평동)",(주)고준에이스교육,042-935-5507,보습,"수학(초,영재)",14,1개월0일,2400,"190,000",,,,,,,,"190,000",2
테크노뉴스터디수학전문학원,입시.검정 및 보습,"대전광역시 유성구 관평2로 48 , 3층 (관평동)",(주)고준에이스교육,042-935-5507,보습,수학(중),14,1개월0일,1600,"135,000",,,,,,,,"135,000",2
테크노뉴스터디수학전문학원,입시.검정 및 보습,"대전광역시 유성구 관평2로 48 , 3층 (관평동)",(주)고준에이스교육,042-935-5507,보습,"수학(중,특목)",14,1개월0일,2400,"200,000",,,,,,,,"200,000",2
테크노뉴스터디수학전문학원,입시.검정 및 보습,"대전광역시 유성구 관평2로 48 , 3층 (관평동)",(주)고준에이스교육,042-935-5507,보습,수학(고등),14,1개월0일,1920,"197,000",,,,,,,,"197,000",2
테크노뉴스터디수학전문학원,입시.검정 및 보습,"대전광역시 유성구 관평2로 48 , 3층 (관평동)",(주)고준에이스교육,042-935-5507,보습,영어(중등),14,1개월0일,1600,"135,000",,,,,,,,"135,000",2
테크노뉴스터디수학전문학원,입시.검정 및 보습,"대전광역시 유성구 관평2로 48 , 3층 (관평동)",(주)고준에이스교육,042-935-5507,보습,영어(고등),13,1개월0일,2400,"197,000",,,,,,,,"197,000",2
테크노뉴스터디수학전문학원,입시.검정 및 보습,"대전광역시 유성구 관평2로 48 , 3층 (관평동)",(주)고준에이스교육,042-935-5507,보습,과학(초등),13,1개월0일,800,"66,000",,"44,000",,,,,"44,000","110,000",2
테크노뉴스터디수학전문학원,입시.검정 및 보습,"대전광역시 유성구 관평2로 48 , 3층 (관평동)",(주)고준에이스교육,042-935-5507,보습,과학(중등),13,1개월0일,800,"68,000",,"44,000",,,,,"44,000","112,000",2
이정덕색소폰전문학원,기예(대),대전광역시 서구 신갈마로 81   2층 (갈마동),이정덕,042-485-1746,실용음악(성악),색스폰,10,1개월0일,1200,"150,000",,,,,,,,"150,000",1
이정덕색소폰전문학원,기예(대),대전광역시 서구 신갈마로 81   2층 (갈마동),이정덕,042-485-1746,실용음악(성악),기초반,1,3개월0일,480,"500,000",,,,,,,,"500,000",1
이정덕색소폰전문학원,기예(대),대전광역시 서구 신갈마로 81   2층 (갈마동),이정덕,042-485-1746,실용음악(성악),중급반,1,3개월0일,480,"400,000",,,,,,,,"400,000",1
이정덕색소폰전문학원,기예(대),대전광역시 서구 신갈마로 81   2층 (갈마동),이정덕,042-485-1746,실용음악(성악),경력반,1,3개월0일,480,"300,000",,,,,,,,"300,000",1
이정덕색소폰전문학원,기예(대),대전광역시 서구 신갈마로 81   2층 (갈마동),이정덕,042-485-1746,실용음악(성악),특별반,1,3개월0일,480,"450,000",,,,,,,,"450,000",1
와이즈만영재교육대덕테크노학원,입시.검정 및 보습,대전광역시 유성구 관평2로 20  2층전체(관평동),신건일,042-482-0065,보습,초등과학,8,1개월0일,360,"50,000",,,,,,,,"50,000",8
와이즈만영재교육대덕테크노학원,입시.검정 및 보습,대전광역시 유성구 관평2로 20  2층전체(관평동),신건일,042-482-0065,보습,초등수학1,8,1개월0일,360,"50,000",,,,,,,,"50,000",8
와이즈만영재교육대덕테크노학원,입시.검정 및 보습,대전광역시 유성구 관평2로 20  2층전체(관평동),신건일,042-482-0065,보습,초등수학2,8,1개월0일,720,"100,000",,,,,,,,"100,000",8
와이즈만영재교육대덕테크노학원,입시.검정 및 보습,대전광역시 유성구 관평2로 20  2층전체(관평동),신건일,042-482-0065,보습,초등수학3,8,1개월0일,1080,"150,000",,,,,,,,"150,000",8
와이즈만영재교육대덕테크노학원,입시.검정 및 보습,대전광역시 유성구 관평2로 20  2층전체(관평동),신건일,042-482-0065,보습,중등수학1,10,1개월0일,360,"50,000",,,,,,,,"50,000",8
와이즈만영재교육대덕테크노학원,입시.검정 및 보습,대전광역시 유성구 관평2로 20  2층전체(관평동),신건일,042-482-0065,보습,중등수학2,10,1개월0일,720,"100,000",,,,,,,,"100,000",8
와이즈만영재교육대덕테크노학원,입시.검정 및 보습,대전광역시 유성구 관평2로 20  2층전체(관평동),신건일,042-482-0065,보습,중등수학3,10,1개월0일,1080,"150,000",,,,,,,,"150,000",8
와이즈만영재교육대덕테크노학원,입시.검정 및 보습,대전광역시 유성구 관평2로 20  2층전체(관평동),신건일,042-482-0065,보습,중등수학4,10,1개월0일,1440,"200,000",,,,,,,,"200,000",8
와이즈만영재교육대덕테크노학원,입시.검정 및 보습,대전광역시 유성구 관평2로 20  2층전체(관평동),신건일,042-482-0065,보습,중등과학1,10,1개월0일,360,"50,000",,,,,,,,"50,000",8
와이즈만영재교육대덕테크노학원,입시.검정 및 보습,대전광역시 유성구 관평2로 20  2층전체(관평동),신건일,042-482-0065,보습,중등과학2,10,1개월0일,720,"100,000",,,,,,,,"100,000",8
우리들학원,입시.검정 및 보습,대전광역시 유성구 전민로70번길 31   2층 (전민동),안용기,042-861-9183,보습,고등국어,20,1개월0일,756,"150,000",,,,,,,,"150,000",1
우리들학원,입시.검정 및 보습,대전광역시 유성구 전민로70번길 31   2층 (전민동),안용기,042-861-9183,보습,고등사회,20,1개월0일,756,"150,000",,,,,,,,"150,000",1
우리들학원,입시.검정 및 보습,대전광역시 유성구 전민로70번길 31   2층 (전민동),안용기,042-861-9183,보습,고등과학,20,1개월0일,756,"150,000",,,,,,,,"150,000",1
우리들학원,입시.검정 및 보습,대전광역시 유성구 전민로70번길 31   2층 (전민동),안용기,042-861-9183,보습,고등영어,20,1개월0일,1142,"250,000",,,,,,,,"250,000",1
우리들학원,입시.검정 및 보습,대전광역시 유성구 전민로70번길 31   2층 (전민동),안용기,042-861-9183,보습,고등수학,20,1개월0일,1142,"250,000",,,,,,,,"250,000",1
우리들학원,입시.검정 및 보습,대전광역시 유성구 전민로70번길 31   2층 (전민동),안용기,042-861-9183,보습,중등국어,10,1개월0일,440,"70,000",,,,,,,,"70,000",1
우리들학원,입시.검정 및 보습,대전광역시 유성구 전민로70번길 31   2층 (전민동),안용기,042-861-9183,보습,중등사회,5,1개월0일,440,"70,000",,,,,,,,"70,000",1
우리들학원,입시.검정 및 보습,대전광역시 유성구 전민로70번길 31   2층 (전민동),안용기,042-861-9183,보습,중등과학,5,1개월0일,440,"70,000",,,,,,,,"70,000",1
우리들학원,입시.검정 및 보습,대전광역시 유성구 전민로70번길 31   2층 (전민동),안용기,042-861-9183,보습,중등영어,10,1개월0일,1000,"200,000",,,,,,,,"200,000",1
우리들학원,입시.검정 및 보습,대전광역시 유성구 전민로70번길 31   2층 (전민동),안용기,042-861-9183,보습,중등수학,10,1개월0일,10000,"200,000",,,,,,,,"200,000",1
우리들학원,입시.검정 및 보습,대전광역시 유성구 전민로70번길 31   2층 (전민동),안용기,042-861-9183,보습,초등국어,10,1개월0일,480,"60,000",,,,,,,,"60,000",1
우리들학원,입시.검정 및 보습,대전광역시 유성구 전민로70번길 31   2층 (전민동),안용기,042-861-9183,보습,초등사회,5,1개월0일,480,"60,000",,,,,,,,"60,000",1
우리들학원,입시.검정 및 보습,대전광역시 유성구 전민로70번길 31   2층 (전민동),안용기,042-861-9183,보습,초등과학,5,1개월0일,480,"60,000",,,,,,,,"60,000",1
우리들학원,입시.검정 및 보습,대전광역시 유성구 전민로70번길 31   2층 (전민동),안용기,042-861-9183,보습,초등영어,10,1개월0일,960,"120,000",,,,,,,,"120,000",1
우리들학원,입시.검정 및 보습,대전광역시 유성구 전민로70번길 31   2층 (전민동),안용기,042-861-9183,보습,초등수학,10,1개월0일,960,"120,000",,,,,,,,"120,000",1
우리들학원,입시.검정 및 보습,대전광역시 유성구 전민로70번길 31   2층 (전민동),안용기,042-861-9183,보습,중등종합,10,1개월0일,3360,"450,000",,,,,,,,"450,000",1
우리들학원,입시.검정 및 보습,대전광역시 유성구 전민로70번길 31   2층 (전민동),안용기,042-861-9183,보습,고등종합,10,1개월0일,3360,"450,000",,,,,,,,"450,000",1
탄츠라움무용학원,예능(대),"대전광역시 서구 둔산로74번길 31 , 5층 (둔산동)",지은영,,무용,재즈댄스,20,1개월0일,1008,"100,000",,,,,,,,"100,000",1
탄츠라움무용학원,예능(대),"대전광역시 서구 둔산로74번길 31 , 5층 (둔산동)",지은영,,무용,현대무용(초급),20,1개월0일,1512,"150,000",,,,,,,,"150,000",1
탄츠라움무용학원,예능(대),"대전광역시 서구 둔산로74번길 31 , 5층 (둔산동)",지은영,,무용,현대무용(중급),20,1개월0일,1512,"150,000",,,,,,,,"150,000",1
탄츠라움무용학원,예능(대),"대전광역시 서구 둔산로74번길 31 , 5층 (둔산동)",지은영,,무용,현대무용(고급),20,1개월0일,1008,"120,000",,,,,,,,"120,000",1
탄츠라움무용학원,예능(대),"대전광역시 서구 둔산로74번길 31 , 5층 (둔산동)",지은영,,무용,현대무용(입시),20,1개월0일,1008,"150,000",,,,,,,,"150,000",1
이애리음악학원,예능(대),대전광역시 유성구 신성남로 45   501호 (신성동),이애리,,음악,피아노 초급,10,1개월0일,1200,"120,000",,,,,,,,"120,000",3
이애리음악학원,예능(대),대전광역시 유성구 신성남로 45   501호 (신성동),이애리,,음악,피아노 중급,10,1개월0일,1200,"130,000",,,,,,,,"130,000",3
이애리음악학원,예능(대),대전광역시 유성구 신성남로 45   501호 (신성동),이애리,,음악,피아노 고급,10,1개월0일,1200,"140,000",,,,,,,,"140,000",3
이애리음악학원,예능(대),대전광역시 유성구 신성남로 45   501호 (신성동),이애리,,음악,피아노 입시,5,1개월0일,1080,"160,000",,,,,,,,"160,000",3
이애리음악학원,예능(대),대전광역시 유성구 신성남로 45   501호 (신성동),이애리,,음악,바이올린,20,1개월0일,1200,"150,000",,,,,,,,"150,000",3
이애리음악학원,예능(대),대전광역시 유성구 신성남로 45   501호 (신성동),이애리,,음악,성악,20,1개월0일,1200,"150,000",,,,,,,,"150,000",3
이애리음악학원,예능(대),대전광역시 유성구 신성남로 45   501호 (신성동),이애리,,음악,클라리넷,20,1개월0일,1200,"150,000",,,,,,,,"150,000",3
별난학원,국제화,"대전광역시 서구 신갈마로 51 , 106, 107호 (내동)",윤민자,042-524-1729,실용외국어(유아/초·중·고),영어1(유아),12,0개월20일,2400,"480,000",,,,,,,,"480,000",2
별난학원,국제화,"대전광역시 서구 신갈마로 51 , 106, 107호 (내동)",윤민자,042-524-1729,실용외국어(유아/초·중·고),중국어1(유아),12,0개월20일,2400,"480,000",,,,,,,,"480,000",2
별난학원,국제화,"대전광역시 서구 신갈마로 51 , 106, 107호 (내동)",윤민자,042-524-1729,실용외국어(유아/초·중·고),영어2(초등),12,0개월20일,1800,"360,000",,,,,,,,"360,000",2
별난학원,국제화,"대전광역시 서구 신갈마로 51 , 106, 107호 (내동)",윤민자,042-524-1729,실용외국어(유아/초·중·고),중국어2(초등),12,0개월20일,1800,"360,000",,,,,,,,"360,000",2
별난학원,국제화,"대전광역시 서구 신갈마로 51 , 106, 107호 (내동)",윤민자,042-524-1729,실용외국어(유아/초·중·고),영어3(중등),12,0개월10일,1200,"252,000",,,,,,,,"252,000",2
별난학원,국제화,"대전광역시 서구 신갈마로 51 , 106, 107호 (내동)",윤민자,042-524-1729,실용외국어(유아/초·중·고),중국어3(중등),12,0개월10일,1200,"252,000",,,,,,,,"252,000",2
별난학원,국제화,"대전광역시 서구 신갈마로 51 , 106, 107호 (내동)",윤민자,042-524-1729,실용외국어(유아/초·중·고),"영어, 중국어",12,1개월0일,3600,"720,000",,,,,,,,"720,000",2
칸소수정예학원,입시.검정 및 보습,"대전광역시 유성구 반석로 9 , 501호, 502호, 503호 (반석동)",유대용,042-825-7732,입시,논술(초등),7,1개월0일,1440,"150,000",,,,,,,,"150,000",10
칸소수정예학원,입시.검정 및 보습,"대전광역시 유성구 반석로 9 , 501호, 502호, 503호 (반석동)",유대용,042-825-7732,입시,논술(초등),7,1개월0일,1080,"110,000",,,,,,,,"110,000",10
칸소수정예학원,입시.검정 및 보습,"대전광역시 유성구 반석로 9 , 501호, 502호, 503호 (반석동)",유대용,042-825-7732,입시,국어논술(중등),7,1개월0일,1440,"210,000",,,,,,,,"210,000",10
칸소수정예학원,입시.검정 및 보습,"대전광역시 유성구 반석로 9 , 501호, 502호, 503호 (반석동)",유대용,042-825-7732,입시,국어논술(중등),7,1개월0일,1440,"210,000",,,,,,,,"210,000",10
칸소수정예학원,입시.검정 및 보습,"대전광역시 유성구 반석로 9 , 501호, 502호, 503호 (반석동)",유대용,042-825-7732,입시,국어논술(중등),7,1개월0일,1200,"175,000",,,,,,,,"175,000",10
칸소수정예학원,입시.검정 및 보습,"대전광역시 유성구 반석로 9 , 501호, 502호, 503호 (반석동)",유대용,042-825-7732,입시,국어논술(고등),7,1개월0일,1440,"280,000",,,,,,,,"280,000",10
칸소수정예학원,입시.검정 및 보습,"대전광역시 유성구 반석로 9 , 501호, 502호, 503호 (반석동)",유대용,042-825-7732,입시,국어논술(고등),7,1개월0일,1200,"230,000",,,,,,,,"230,000",10
칸소수정예학원,입시.검정 및 보습,"대전광역시 유성구 반석로 9 , 501호, 502호, 503호 (반석동)",유대용,042-825-7732,입시,국어논술(고등(,7,1개월0일,1440,"280,000",,,,,,,,"280,000",10
김검지영어학원,입시.검정 및 보습,대전광역시 유성구 테크노4로 137  외1필지 웰스피아 303호 3층(관평동),김지나,042-933-0583,보습,중등영어A,12,1개월0일,1176,"230,000",,,,,,,,"230,000",4
김검지영어학원,입시.검정 및 보습,대전광역시 유성구 테크노4로 137  외1필지 웰스피아 303호 3층(관평동),김지나,042-933-0583,보습,중등영어B,12,1개월0일,1260,"250,000",,,,,,,,"250,000",4
김검지영어학원,입시.검정 및 보습,대전광역시 유성구 테크노4로 137  외1필지 웰스피아 303호 3층(관평동),김지나,042-933-0583,보습,고등영어A,12,1개월0일,1197,"260,000",,,,,,,,"260,000",4
김검지영어학원,입시.검정 및 보습,대전광역시 유성구 테크노4로 137  외1필지 웰스피아 303호 3층(관평동),김지나,042-933-0583,보습,영어(초등)A,12,1개월0일,756,"125,000",,,,,,,,"125,000",4
김검지영어학원,입시.검정 및 보습,대전광역시 유성구 테크노4로 137  외1필지 웰스피아 303호 3층(관평동),김지나,042-933-0583,보습,영어(초등)B,12,1개월0일,1260,"210,000",,,,,,,,"210,000",4
김검지영어학원,입시.검정 및 보습,대전광역시 유성구 테크노4로 137  외1필지 웰스피아 303호 3층(관평동),김지나,042-933-0583,보습,영어(초등)C,12,1개월0일,945,"150,000",,,,,,,,"150,000",4
김검지영어학원,입시.검정 및 보습,대전광역시 유성구 테크노4로 137  외1필지 웰스피아 303호 3층(관평동),김지나,042-933-0583,보습,영어(중등)A,12,1개월0일,924,"182,000",,,,,,,,"182,000",4
김검지영어학원,입시.검정 및 보습,대전광역시 유성구 테크노4로 137  외1필지 웰스피아 303호 3층(관평동),김지나,042-933-0583,보습,영어(중등)B,12,1개월0일,1176,"230,000",,,,,,,,"230,000",4
김검지영어학원,입시.검정 및 보습,대전광역시 유성구 테크노4로 137  외1필지 웰스피아 303호 3층(관평동),김지나,042-933-0583,보습,영어(중등)C,12,1개월0일,1260,"250,000",,,,,,,,"250,000",4
김검지영어학원,입시.검정 및 보습,대전광역시 유성구 테크노4로 137  외1필지 웰스피아 303호 3층(관평동),김지나,042-933-0583,보습,영어(고등)A,12,1개월0일,1197,"260,000",,,,,,,,"260,000",4
김검지영어학원,입시.검정 및 보습,대전광역시 유성구 테크노4로 137  외1필지 웰스피아 303호 3층(관평동),김지나,042-933-0583,보습,영어(고등)B,12,1개월0일,1386,"300,000",,,,,,,,"300,000",4
김검지영어학원,입시.검정 및 보습,대전광역시 유성구 테크노4로 137  외1필지 웰스피아 303호 3층(관평동),김지나,042-933-0583,보습,영어(고등)C,12,1개월0일,1638,"350,000",,,,,,,,"350,000",4
김지윤피아노스튜디오학원,예능(대),대전광역시 유성구 노은로 158   그랜드타운1 505호 5층 (지족동),김지윤,042-822-7841,음악,피아노초급,20,1개월0일,1890,"160,000",,,,,,,,"160,000",2
김지윤피아노스튜디오학원,예능(대),대전광역시 유성구 노은로 158   그랜드타운1 505호 5층 (지족동),김지윤,042-822-7841,음악,피아노중급,20,1개월0일,1890,"180,000",,,,,,,,"180,000",2
김지윤피아노스튜디오학원,예능(대),대전광역시 유성구 노은로 158   그랜드타운1 505호 5층 (지족동),김지윤,042-822-7841,음악,피아노고급,40,1개월0일,1890,"200,000",,,,,,,,"200,000",2
김지윤피아노스튜디오학원,예능(대),대전광역시 유성구 노은로 158   그랜드타운1 505호 5층 (지족동),김지윤,042-822-7841,음악,피아노입시,40,1개월0일,3780,"400,000",,,,,,,,"400,000",2
김지윤피아노스튜디오학원,예능(대),대전광역시 유성구 노은로 158   그랜드타운1 505호 5층 (지족동),김지윤,042-822-7841,음악,바이올린초급,20,1개월0일,1800,"150,000",,,,,,,,"150,000",2
김지윤피아노스튜디오학원,예능(대),대전광역시 유성구 노은로 158   그랜드타운1 505호 5층 (지족동),김지윤,042-822-7841,음악,바이올린중급,20,1개월0일,1800,"250,000",,,,,,,,"250,000",2
제이앤이클래스학원,입시.검정 및 보습,"대전광역시 서구 만년로 45 , 208호,209호,2010호 (만년동)",강경임,042-472-0519,보습,영어(초등),6,1개월0일,1440,"190,000",,,,,,,,"190,000",8
제이앤이클래스학원,입시.검정 및 보습,"대전광역시 서구 만년로 45 , 208호,209호,2010호 (만년동)",강경임,042-472-0519,보습,영어(중등),6,1개월0일,1200,"210,000",,,,,,,,"210,000",8
제이앤이클래스학원,입시.검정 및 보습,"대전광역시 서구 만년로 45 , 208호,209호,2010호 (만년동)",강경임,042-472-0519,보습,국어독해력(초중),6,1개월0일,1080,"160,000",,,,,,,,"160,000",8
호라이즌아카데미어학원,국제화,대전광역시 서구 대덕대로335번길 39  4층(월평동),신유정,042-476-9876,실용외국어(유아/초·중·고),초등영어(입문),10,1개월0일,1680,"226,000",,,,,,,,"226,000",1
